STATE,STATENAME,ST_CASE,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,MONTH,MONTHNAME,DAY,DAYNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,HOUR,HOURNAME,MINUTE,MINUTENAME,TWAY_ID,TWAY_ID2,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,NHS,NHSNAME,SP_JUR,SP_JURNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS
43,Puerto Rico,430011,0,0,1,1,0,1,1,5,AGUADILLA (5),30,AGUADILLA,1,January,16,16,1,Sunday,2022,21,9:00pm-9:59pm,40,40,CR-459,,4,County Road,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,58,58,18.47960278,18.47960278,-67.11003056,-67.11003056,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430012,0,0,1,1,0,1,1,13,ARECIBO (13),90,ARECIBO,1,January,16,16,1,Sunday,2022,23,11:00pm-11:59pm,38,38,I-22,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,0,None,18.43794444,18.43794444,-66.67140833,-66.67140833,43,Other Fixed Object,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,6,Off Roadway-Location Unknown,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430013,1,1,1,1,0,1,1,25,CAGUAS (25),170,CAGUAS,1,January,18,18,3,Tuesday,2022,0,0:00am-0:59am,30,30,CR-30,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,1,1,18.25899444,18.25899444,-66.03632778,-66.03632778,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,30,30,0,0:00am-0:59am,40,40,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430014,0,0,2,2,0,2,2,133,SANTA ISABEL (133),960,SANTA ISABEL,1,January,22,22,7,Saturday,2022,12,12:00pm-12:59pm,5,5,CR-153,,4,County Road,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,60,60,18.01017778,18.01017778,-66.38948889,-66.38948889,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430015,0,0,1,1,0,1,1,127,SAN JUAN (127),930,SAN JUAN,1,January,24,24,2,Monday,2022,12,12:00pm-12:59pm,20,20,CR-1,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,169,169,18.36658889,18.36658889,-66.08177222,-66.08177222,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,5,Outside Trafficway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,30,30,12,12:00pm-12:59pm,45,45,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430016,1,1,1,1,0,1,1,151,YABUCOA (151),1050,YABUCOA,1,January,24,24,2,Monday,2022,10,10:00am-10:59am,57,57,CR-906,,4,County Road,1,Rural,6,Minor Collector,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,1,1,18.08990278,18.08990278,-65.84744444,-65.84744444,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430017,1,1,1,1,0,1,1,113,PONCE (113),760,PONCE,1,January,25,25,3,Tuesday,2022,6,6:00am-6:59am,0,0,CR-10,,4,County Road,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,53,53,18.03849167,18.03849167,-66.59684167,-66.59684167,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430018,1,1,1,1,0,1,1,145,VEGA BAJA (145),1020,VEGA BAJA,1,January,27,27,5,Thursday,2022,1,1:00am-1:59am,8,8,CR-2,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,391,391,18.446525,18.446525,-66.39023056,-66.39023056,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,1,1:00am-1:59am,10,10,1,1:00am-1:59am,15,15,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430019,0,0,2,2,0,2,2,75,JUANA DIAZ (75),530,JUANA DIAZ,1,January,27,27,5,Thursday,2022,22,10:00pm-10:59pm,21,21,I-52,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,904,904,18.0422,18.0422,-66.50238611,-66.50238611,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430020,0,0,2,2,0,5,5,57,GUAYAMA (57),430,GUAYAMA,1,January,27,27,5,Thursday,2022,22,10:00pm-10:59pm,52,52,CR-179,,4,County Road,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,38,38,18.02978889,18.02978889,-66.10901944,-66.10901944,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430021,1,1,1,1,0,1,1,131,SAN SEBASTIAN (131),950,SAN SEBASTIAN,1,January,28,28,6,Friday,2022,5,5:00am-5:59am,40,40,CR-111,,4,County Road,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,253,253,18.33761389,18.33761389,-66.96024167,-66.96024167,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430022,0,0,1,1,0,1,1,69,HUMACAO (69),500,HUMACAO,1,January,30,30,1,Sunday,2022,15,3:00pm-3:59pm,24,24,CR-906,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,103,103,18.09908611,18.09908611,-65.81473056,-65.81473056,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,6,Off Roadway-Location Unknown,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430023,0,0,2,2,0,2,2,105,NARANJITO (105),700,NARANJITO,1,January,5,5,4,Wednesday,2022,16,4:00pm-4:59pm,52,52,CR-5,INT PR 164,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,0,None,18.30045278,18.30045278,-66.241825,-66.241825,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,Yes,2,Intersection,3,T-Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,20,20,17,5:00pm-5:59pm,50,50,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430024,1,1,1,1,0,1,1,63,GURABO (63),460,GURABO,2,February,1,1,3,Tuesday,2022,20,8:00pm-8:59pm,30,30,CR-203,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,45,45,18.22510556,18.22510556,-65.98846111,-65.98846111,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,6,Off Roadway-Location Unknown,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,40,40,20,8:00pm-8:59pm,50,50,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430025,0,0,2,2,0,4,4,31,CAROLINA (31),200,CAROLINA,2,February,3,3,5,Thursday,2022,8,8:00am-8:59am,40,40,CR-187,,4,County Road,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,41,41,18.44279167,18.44279167,-66.02862222,-66.02862222,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2
43,Puerto Rico,430026,0,0,12,12,0,18,18,51,DORADO (51),360,DORADO,1,January,29,29,7,Saturday,2022,20,8:00pm-8:59pm,35,35,CR-165,,4,County Road,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,221,221,18.46861944,18.46861944,-66.24294722,-66.24294722,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430027,0,0,2,2,0,2,2,47,COROZAL (47),320,COROZAL,2,February,13,13,1,Sunday,2022,17,5:00pm-5:59pm,37,37,CR-159,,4,County Road,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,69,69,18.33107778,18.33107778,-66.36264444,-66.36264444,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430028,0,0,2,2,0,2,2,127,SAN JUAN (127),930,SAN JUAN,2,February,14,14,2,Monday,2022,17,5:00pm-5:59pm,30,30,I-22,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,31,31,18.42506389,18.42506389,-66.07874722,-66.07874722,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430029,1,1,1,1,0,1,1,133,SANTA ISABEL (133),960,SANTA ISABEL,2,February,16,16,4,Wednesday,2022,19,7:00pm-7:59pm,15,15,CR-153,,4,County Road,2,Urban,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,55,55,18.00575278,18.00575278,-66.38980556,-66.38980556,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430030,1,1,1,1,0,1,1,25,CAGUAS (25),170,CAGUAS,2,February,18,18,6,Friday,2022,21,9:00pm-9:59pm,48,48,CR-34,INT PR 156,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,0,None,18.23446111,18.23446111,-66.03849444,-66.03849444,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,None,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430031,0,0,1,1,0,1,1,113,PONCE (113),760,PONCE,2,February,23,23,4,Wednesday,2022,2,2:00am-2:59am,35,35,CR-2,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,2250,2250,17.99423889,17.99423889,-66.63769722,-66.63769722,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430032,0,0,1,1,0,1,1,61,GUAYNABO (61),450,GUAYNABO,2,February,23,23,4,Wednesday,2022,5,5:00am-5:59am,10,10,CR-174,,4,County Road,1,Rural,4,Minor Arterial,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,160,160,18.28179167,18.28179167,-66.14164444,-66.14164444,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430033,0,0,2,2,0,2,2,123,SALINAS (123),900,SALINAS,2,February,26,26,7,Saturday,2022,3,3:00am-3:59am,28,28,I-52,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,682,682,17.99567778,17.99567778,-66.30562222,-66.30562222,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2
43,Puerto Rico,430034,0,0,1,1,0,2,2,117,RINCON (117),800,RINCON,3,March,1,1,3,Tuesday,2022,4,4:00am-4:59am,15,15,CR-413,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,61,61,18.3523,18.3523,-67.24199167,-67.24199167,7,Other Non-Collision,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,5,Outside Trafficway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
43,Puerto Rico,430035,0,0,2,2,0,2,2,101,MOROVIS (101),680,MOROVIS,3,March,4,4,6,Friday,2022,19,7:00pm-7:59pm,0,0,CR-6617,,4,County Road,1,Rural,7,Local,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,33,33,18.34132222,18.34132222,-66.38254722,-66.38254722,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
